l2
26
26
28
26
26
26
26
26
26
26
26
26
26
26
28
26
26
28
26
28
28
26
26
26
28
26
28
26
28
26
26
28
26
26
26
26
28
26
26
28
28
26
26
26
26
28
26
26
26
26
28
26
26
26
28
26
26
26
26
26
26
26
26
26
28
26
28
26
26
26
26
28
26
26
28
26
26
26
26
26
26
26
28
26
28
26
26
28
26
26
28
26
26
26
26
26
28
26
28
26
26
26
26
26
28
26
26
26
26
26
26
26
26
26
26
26
26
26
26
28
26
26
26
26
26
26
28
26
28
26
26
26
28
26
26
26
26
26
26
26
26
28
26
26
26
26
26
26
26
26
28
26
26
28
26
26
26
26
26
26
26
28
26
26
26
28
26
26
28
26
26
26
28
26
26
26
28
26
26
26
26
26
28
28
26
26
28
28
26
26
26
26
26
26
26
26
28
26
26
26
26
28
26
26
26
26
26
26
26
26
28
28
26
26
26
26
26
26
26
26
28
26
26
28
26
26
26
26
28
26
26
26
26
28
28
26
26
28
28
26
26
28
26
26
26
26
26
26
26
28
28
26
28
28
26
26
28
26
26
26
26
26
28
26
26
28
26
26
26
26
28
26
26
26
28
26
26
26
26
26
26
26
26
26
28
28
26
26
26
26
26
26
28
26
26
26
26
26
26
28
26
26
26
26
26
26
26
28
26
26
26
26
26
26
28
26
26
26
26
26
26
28
28
28
28
26
28
26
26
26
26
26
26
26
26
28
26
26
26
28
28
26
26
28
26
28
26
28
28
26
26
26
28
28
26
26
28
28
26
26
26
28
26
28
28
28
26
28
26
28
26
26
26
26
26
26
28
26
26
26
26
28
26
28
28
26
26
26
26
28
28
26
26
28
26
28
26
26
26
26
26
26
26
26
28
26
28
26
26
28
26
28
28
26
28
26
26
26
28
28
26
26
26
28
28
26
28
28
26
28
26
26
26
26
26
26
26
26
26
28
26
26
26
26
26
28
26
26
26
28
26
28
26
26
28
26
28
28
28
28
26
26
26
26
28
26
26
26
26
28
26
26
26
28
26
26
26
26
26
26
26
26
26
26
26
26
28
26
26
26
28
26
26
26
26
26
26
26
28
26
26
26
26
28
26
26
28
26
26
26
28
26
26
26
28
28
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
28
26
26
26
28
26
28
28
26
26
28
26
26
26
26
26
26
28
26
30
26
26
26
26
28
26
28
26
26
26
26
26
26
26
26
28
26
26
28
26
26
26
26
28
26
28
28
26
26
26
26
28
26
26
26
28
26
26
28
26
28
26
26
26
26
26
26
26
26
28
26
28
26
26
28
26
26
28
26
28
28
26
26
26
28
30
28
26
26
26
28
26
26
26
28
26
28
28
26
26
26
28
26
26
26
26
26
28
26
28
26
28
28
26
26
26
26
26
26
26
26
26
26
28
26
26
26
26
28
26
26
26
28
26
26
28
26
28
26
26
26
26
26
26
26
26
28
28
26
28
26
26
26
26
28
26
28
26
26
26
26
26
26
26
28
28
28
28
28
26
26
26
26
28
26
26
26
26
26
26
26
26
26
26
26
28
28
26
26
26
28
26
26
28
26
28
28
26
28
26
26
28
26
26
26
28
26
26
28
26
26
26
26
26
26
26
26
26
26
26
28
26
26
26
26
28
26
26
26
26
26
26
28
28
28
26
26
28
28
26
26
26
26
28
26
26
26
26
26
26
26
28
26
26
26
28
26
28
26
26
26
26
26
26
28
28
26
26
26
28
26
26
26
28
26
26
26
26
26
28
28
26
26
28
26
26
26
26
28
26
26
26
26
28
26
28
26
26
28
26
28
26
26
26
26
26
26
26
26
26
28
28
26
26
28
26
26
28
26
26
26
26
26
28
26
26
26
26
26
26
26
28
26
26
26
26
26
26
26
26
26
28
28
28
26
26
26
26
26
28
26
26
28
26
28
26
26
26
26
26
28
26
26
26
26
28
26
26
26
26
26
26
26
28
28
26
26
26
26
26
26
26
28
28
28
26
26
26
26
28
26
26
26
26
26
28
28
26
26
26
26
26
28
28
26
26
26
28
26
26
28
28
28
26
26
28
28
28
28
28
26
28
26
26
26
26
26
26
28
26
26
26
28
28
28
26
28
26
26
26
28
26
26
26
26
26
26
26
26
26
26
26
26
28
26
28
28
26
26
26
26
28
26
28
26
26
